500 100000
87 306 9.2746
320 301 4.7485
493 23 1.2286
371 264 1.0220
378 366 9.3856
123 484 2.3463
281 365 3.0645
464 256 8.5691
306 24 7.3379
109 60 3.0180
217 424 8.6564
367 47 3.3826
482 62 3.1037
124 2 1.5442
29 25 5.4201
204 381 3.6586
93 47 6.0112
10 5 2.5703
221 308 3.1772
440 461 8.7566
246 441 3.8245
354 13 0.9192
240 333 0.2033
358 388 4.1515
175 372 3.8504
37 74 3.5169
273 306 2.6148
356 88 7.5820
349 336 6.8372
49 272 3.6969
102 263 3.3975
385 347 2.3994
41 13 1.7926
22 382 9.3170
480 495 5.3792
160 456 4.9597
117 56 1.1082
389 395 4.3409
274 73 0.1440
295 45 0.2497
300 79 9.7666
142 330 2.1736
492 397 3.0882
261 404 5.2829
494 426 7.1563
33 401 5.9469
134 179 4.9170
26 287 8.3422
54 371 2.3572
377 308 5.7011
375 253 0.1151
372 258 8.9565
16 60 1.2763
489 29 7.9207
143 84 1.9395
27 394 6.4491
255 169 3.8648
194 239 7.0668
488 124 9.7511
248 155 7.1711
350 58 5.0548
10 123 7.5398
357 287 2.8283
427 448 1.2745
138 120 9.6844
306 351 3.1155
288 370 3.6213
462 74 0.7781
131 179 9.5880
374 160 9.8580
0 382 2.2045
13 366 8.1837
21 267 6.4565
333 471 8.0235
399 205 7.6720
395 148 3.5029
40 277 6.9514
183 341 1.1526
462 446 3.2626
336 122 0.9671
26 317 0.1286
124 161 6.7407
246 234 2.2148
67 68 1.6214
86 342 5.0122
109 167 9.5810
215 465 6.8830
233 90 7.1544
24 31 2.0242
178 455 9.1292
122 233 0.4140
114 80 6.3051
323 470 1.7956
261 76 6.9683
383 290 3.3859
11 262 5.9411
378 121 0.6886
398 494 4.7954
493 50 3.7205
61 341 7.2953
457 170 2.8829
499 144 5.4167
284 483 2.6526
52 208 4.9003
342 487 3.0620
96 11 1.2022
305 189 3.2901
191 290 9.0814
408 199 9.8501
178 330 4.3933
231 171 7.3768
201 248 8.9602
412 153 9.8570
340 478 7.2221
394 385 6.0331
331 191 5.6925
149 423 8.6790
239 297 4.3846
264 348 5.7501
84 397 2.2665
441 240 8.0687
430 312 5.9245
164 78 7.7534
304 266 9.4316
154 191 6.1689
336 486 7.7913
387 199 6.2536
106 250 1.3604
323 12 6.4025
468 20 4.5400
279 448 7.7901
148 3 9.5604
444 310 6.2488
309 232 1.3900
237 169 0.1809
492 156 6.2915
471 450 2.1756
331 257 6.2656
29 178 2.1105
106 166 9.9991
429 326 9.9960
234 128 3.0690
203 87 4.0531
29 382 0.3522
467 157 9.7146
300 157 7.5295
263 366 7.9804
359 449 0.2407
95 201 0.3834
315 115 4.8913
481 427 4.6047
118 327 1.4493
319 347 7.7931
51 28 8.0065
457 120 7.2433
401 8 3.8601
249 168 2.4442
336 73 3.9271
450 130 4.8519
136 241 9.9072
149 387 6.5836
380 20 1.4321
85 154 7.5353
162 64 3.0592
45 473 1.6135
22 139 1.1217
38 12 8.2736
377 236 2.6176
404 257 7.0629
2 235 8.0140
278 307 3.7470
21 485 9.9240
402 475 1.9413
272 372 4.0685
188 467 5.5777
434 141 6.8684
177 261 4.6683
379 333 4.4357
451 11 9.9668
225 421 0.6029
408 299 8.4329
115 226 6.2092
77 75 6.5307
482 138 1.5347
427 72 5.7593
186 234 7.1389
331 161 2.4204
484 287 2.0542
195 272 9.1615
315 144 0.7411
306 453 9.0662
227 33 5.8527
36 205 5.1273
76 417 5.8255
131 275 9.9525
358 364 8.3727
409 71 5.9090
217 466 9.4148
16 107 2.5016
473 296 4.0714
67 225 4.3715
140 357 5.7920
5 362 0.2818
153 54 3.9600
130 497 9.4845
280 10 9.4749
422 491 3.8615
19 144 1.2931
332 87 7.2903
315 343 0.8605
365 134 1.9181
346 232 1.7362
222 497 5.9691
224 45 7.7532
156 23 7.6831
223 314 5.6790
427 189 7.2110
146 160 7.7428
0 4 8.7863
46 387 0.7248
214 123 9.9482
303 195 4.7838
385 61 8.6586
71 280 3.4154
27 100 8.7714
29 112 6.1584
364 407 8.8128
301 499 4.7979
63 342 7.7423
310 67 4.4400
135 356 8.5139
155 108 8.1174
82 229 3.2572
417 376 4.1532
338 332 6.1349
373 166 3.2770
179 245 1.7738
215 402 5.1828
74 246 3.9336
416 407 9.7651
42 40 6.5383
390 344 5.7510
82 275 3.8318
414 498 6.1951
42 93 4.6635
414 4 0.1938
174 374 9.1790
9 234 4.8129
469 316 8.0643
82 217 8.6231
261 91 2.5779
113 322 0.2678
437 87 2.9653
343 23 6.0626
398 39 7.8302
7 417 0.1545
80 147 1.5196
326 459 6.0400
35 432 5.3776
237 398 2.9863
25 478 2.8545
38 221 0.3597
54 24 4.6923
373 327 4.1592
308 38 5.7068
349 255 6.3731
343 9 8.2533
287 319 6.2280
372 360 1.3063
221 38 1.9303
331 478 2.8798
417 45 6.9257
29 7 9.2410
36 263 2.6797
307 10 4.0684
238 98 8.3010
133 26 9.3036
105 146 1.4726
413 377 7.5756
87 342 4.4437
442 202 8.5478
354 47 9.8925
217 310 3.2021
53 145 5.2972
3 470 4.9854
127 165 4.2858
165 123 9.6092
204 260 7.3703
74 132 3.2860
280 169 9.6640
339 329 8.8617
315 62 1.7460
321 170 8.7155
39 416 5.0620
184 58 9.5421
201 141 7.5140
143 429 8.9756
135 404 3.3550
171 129 5.7381
204 365 5.3919
205 177 8.3357
384 284 9.0218
36 160 1.2053
179 377 9.1642
6 153 8.4507
198 237 5.8358
225 19 2.9339
368 239 5.8372
354 408 7.1039
56 340 9.7153
340 441 5.5631
307 475 0.0109
152 129 4.2285
350 477 4.0307
386 338 6.7331
361 297 2.0370
475 286 5.3181
117 2 1.5895
62 6 7.4693
483 377 0.4264
70 26 7.2487
262 497 2.1745
416 180 6.3258
439 213 1.8697
224 254 7.4878
387 226 6.6722
76 348 1.3670
18 191 0.5728
324 353 0.0184
197 51 6.9907
326 385 1.7168
335 155 0.5129
52 392 2.0141
335 384 7.2174
242 151 3.2617
22 210 4.3257
388 59 9.4169
83 265 2.8980
360 407 4.6136
149 96 8.5312
426 291 4.0399
278 67 8.3895
397 399 7.6513
142 397 4.0592
302 231 9.8845
87 107 9.3088
6 430 2.1411
434 437 7.5358
194 345 3.7923
175 222 2.4903
169 30 7.7559
104 325 1.0205
285 194 4.9796
326 35 3.2619
316 305 3.7329
460 32 3.3426
202 274 5.2061
478 346 1.8264
15 299 8.0110
338 216 4.6824
328 146 5.5471
331 486 6.1141
0 273 5.0756
437 442 5.7206
216 224 6.3461
175 208 6.6777
187 327 5.1098
132 343 4.4940
157 253 7.9659
271 61 4.2238
325 294 0.7518
4 413 9.7285
402 346 6.3527
376 25 0.6732
199 175 3.8193
482 219 7.0618
96 328 2.4028
20 354 0.1314
282 339 2.2034
31 475 1.9933
176 254 2.8772
389 246 6.1843
283 320 3.1734
99 317 3.3762
38 304 6.0248
497 83 6.7924
175 111 7.3234
256 388 6.8294
31 1 8.1409
336 242 9.1395
125 275 0.2576
431 368 4.4387
152 104 0.4790
302 262 7.0938
359 218 7.9617
497 169 5.0651
98 284 7.9908
475 336 7.7817
124 263 6.9720
421 14 8.2647
469 295 6.8537
73 345 3.2058
351 264 6.2365
294 265 7.5441
378 95 8.3637
203 158 0.9714
45 285 9.1886
222 177 3.7165
104 120 7.8340
465 264 0.1577
354 256 1.4282
149 409 5.4538
396 148 6.3780
2 27 0.5267
224 33 3.0572
152 429 3.5968
28 422 8.5677
427 116 6.8375
420 224 3.4602
163 45 6.9899
47 78 1.9366
48 219 1.6727
35 476 5.3630
50 212 2.8851
96 472 5.7520
71 3 5.9694
388 235 6.8476
193 112 8.4919
308 77 3.7302
79 330 0.7000
182 322 9.5220
246 136 7.9880
409 10 2.1694
428 203 7.1995
465 343 8.3550
67 30 0.6169
167 215 6.1403
4 264 5.0372
302 338 2.3622
99 198 0.2551
279 192 4.7006
132 338 1.3468
306 176 2.4342
437 73 9.0015
327 356 2.0615
8 384 8.0544
431 488 9.3941
304 301 6.1007
341 22 6.2206
8 433 4.8966
189 194 1.4812
28 325 8.4791
480 178 9.2001
479 167 0.5835
390 192 5.8154
161 454 0.9236
183 412 0.9455
156 314 3.8483
215 415 7.2045
277 188 8.5888
285 256 8.6288
285 19 8.4695
430 184 6.6906
447 162 1.9720
344 154 9.1602
8 105 3.2128
316 181 9.0519
67 1 2.5348
215 447 9.4341
369 178 7.3678
483 158 5.8372
365 26 6.5796
170 261 0.7211
378 446 0.3700
199 270 4.2928
336 239 6.9916
387 463 9.9810
238 344 0.3740
470 103 0.8098
307 6 9.2498
136 274 0.3977
472 189 4.8561
165 0 0.9027
473 438 6.7586
207 431 8.2715
436 87 6.9338
107 112 7.2525
211 283 0.8196
163 94 7.9562
234 448 7.5555
53 88 7.4615
78 308 1.7504
119 86 3.1656
306 309 4.0823
321 162 9.7681
38 391 9.2230
45 106 3.5334
190 23 2.6209
412 450 9.8949
205 303 5.2933
116 161 0.8495
192 344 4.8631
126 12 2.6178
455 225 9.5254
188 403 4.8949
436 25 6.8589
74 134 0.9918
178 228 3.4056
118 4 5.2491
211 93 6.4330
398 68 4.9804
144 88 0.5448
420 215 4.5332
450 168 5.7071
114 57 8.3379
475 198 9.5463
452 440 0.5896
11 318 5.9277
366 61 7.2981
489 47 9.6749
217 203 0.5574
320 246 7.7943
488 247 5.2244
308 313 9.7269
351 54 0.2860
384 304 6.0030
400 454 1.3031
138 333 0.5840
471 208 8.2766
272 494 8.1149
342 58 7.4088
109 180 2.1487
213 478 0.6408
354 490 2.9316
61 469 7.0235
483 145 0.3583
478 338 9.3081
112 27 5.0133
77 483 3.9965
20 472 9.6637
230 215 6.7009
259 50 4.0790
412 240 2.6080
446 326 9.9238
406 358 1.1780
246 101 8.0843
337 418 6.6532
79 266 8.6910
128 299 7.1209
191 406 1.8928
241 350 0.4170
270 310 0.0812
283 131 7.6290
169 450 3.9386
109 185 5.1352
347 166 9.6349
95 112 2.8992
1 118 9.3949
474 470 7.5330
66 474 9.0324
21 153 6.7575
450 285 7.3772
153 493 1.3406
163 408 8.4698
0 340 8.3544
115 388 3.8977
496 218 7.7659
186 359 6.8512
300 336 4.7326
121 210 0.3168
242 59 7.2302
30 28 7.1838
234 418 0.3923
40 383 4.5387
426 255 0.3070
1 253 5.1229
409 354 8.6978
28 466 1.1456
482 165 9.0339
188 165 0.2973
55 432 0.3910
342 6 9.5249
230 364 6.2660
50 437 4.7882
316 207 1.4649
348 324 4.6010
489 86 6.7029
424 163 9.0306
260 96 9.6720
408 67 0.2679
408 217 0.2863
458 130 3.5503
252 205 1.7030
302 279 6.1007
369 81 6.3069
484 450 9.2776
167 127 8.7937
334 329 1.0914
322 360 2.4594
93 132 2.6338
55 225 3.5205
205 296 6.0832
168 265 5.5127
284 88 9.5872
260 247 3.0521
15 405 8.6998
224 114 8.6003
375 463 2.7180
391 91 7.7622
170 291 0.7062
110 100 8.7341
171 294 1.4603
384 459 2.9633
335 141 1.6350
34 467 7.5823
449 103 4.1824
13 133 9.3888
411 247 4.3692
388 231 9.2702
106 424 6.3281
470 139 6.4417
469 365 4.8741
490 42 0.7971
435 139 4.7668
435 113 2.6248
377 25 4.7722
440 223 9.2752
82 30 6.5417
197 114 7.0235
365 390 7.2398
299 25 9.9934
289 472 3.4410
105 436 2.0228
428 328 4.3141
167 497 2.4751
64 418 4.4938
81 61 2.9357
115 144 5.9420
60 320 2.0876
464 494 8.5429
341 154 8.7411
197 162 5.7565
297 73 1.6100
454 41 5.4560
389 199 5.8277
145 371 3.5225
134 90 3.6214
494 290 7.8612
184 56 9.1531
390 29 2.0137
286 217 3.7838
308 469 8.6431
462 251 5.5885
297 218 5.6826
487 302 4.6763
121 104 7.9578
34 244 0.0769
150 457 9.8803
80 81 4.2568
54 129 6.1572
162 230 7.2594
74 35 7.1864
10 447 6.0879
132 344 8.1960
20 291 3.5870
380 139 5.9425
330 356 7.6151
300 360 2.4423
85 474 5.4037
392 132 7.4733
165 410 0.1550
94 360 5.0662
21 315 9.5454
137 181 4.9513
376 488 6.2941
6 475 2.6866
297 282 2.1283
462 102 6.0347
320 435 5.3135
482 479 1.7994
235 406 9.6121
324 72 7.3526
230 429 5.3686
331 313 5.3290
244 245 1.3446
451 402 7.0300
493 211 3.0836
381 265 3.2656
84 114 9.4088
374 487 1.9321
359 280 6.7728
280 47 6.5547
322 342 0.5488
387 10 7.2945
53 166 4.2390
374 422 7.1230
360 408 1.8515
60 289 6.2165
68 154 5.3504
208 486 2.5776
352 469 0.9233
330 28 7.9706
406 329 5.9477
332 41 5.8243
25 155 3.1557
168 259 9.6016
68 401 4.1780
57 474 9.7917
493 80 1.9485
453 455 4.5235
429 81 4.6310
74 341 0.5032
232 231 7.3083
218 418 3.7037
334 134 4.5531
189 172 1.4852
270 9 0.6210
468 458 1.3756
180 127 4.3666
416 441 3.9913
194 445 1.9438
196 391 9.6135
114 294 2.5798
25 358 0.0219
492 20 4.2675
100 347 7.3635
165 243 0.5997
150 210 1.7510
178 400 3.9978
143 89 3.4270
85 170 7.6919
4 213 9.6196
458 182 7.8764
147 218 5.3000
498 228 2.7596
62 111 0.7129
127 435 4.0161
314 99 1.8081
250 105 5.1335
482 141 3.6906
309 135 1.6907
434 443 0.0196
76 119 5.4627
359 499 8.1324
118 297 7.0803
6 188 9.8690
290 221 3.6151
477 19 2.1721
161 328 2.4013
375 263 7.8207
387 482 4.3064
183 124 5.6551
383 367 7.5749
390 49 7.5402
172 282 5.2710
169 207 5.9513
224 442 0.8798
106 394 5.9544
308 381 8.7207
265 259 1.1165
447 399 3.4305
303 194 4.7809
222 21 0.9495
244 216 7.7347
352 216 5.3492
459 241 1.1487
63 406 5.6610
447 239 5.4515
63 253 9.7533
363 409 2.6797
182 357 1.5779
215 36 4.4502
385 195 0.2472
104 138 2.9520
184 244 1.9222
234 347 1.5990
75 330 2.4091
361 256 2.1108
331 480 4.9646
220 30 1.2428
72 373 0.4927
453 449 8.9506
426 171 0.3228
376 209 4.3582
381 466 6.9345
463 437 9.1401
17 123 8.7715
449 56 9.0038
98 269 9.0929
72 327 4.2735
227 156 8.6585
493 242 0.3395
472 250 0.0635
333 144 1.2466
45 70 8.6232
358 473 1.9581
382 350 5.4118
287 178 5.8280
75 418 5.7140
458 303 3.0751
199 102 1.4477
301 139 0.1874
468 467 9.7184
265 15 9.1147
405 119 6.2990
271 158 3.6230
215 376 5.7474
104 410 6.2888
65 467 5.9229
412 360 7.1247
128 181 5.2403
332 296 4.9544
425 18 2.2883
87 146 1.0593
230 427 3.2140
13 240 7.3776
39 368 6.3021
246 165 8.2604
298 318 5.3202
214 63 6.7938
235 77 7.0117
147 92 1.7980
216 336 0.3046
101 318 5.0699
6 490 0.0632
342 397 9.4155
493 179 0.0519
15 8 8.3314
171 332 4.1651
339 315 1.2529
20 239 7.9240
20 261 6.9283
10 271 5.2440
170 158 0.3762
445 333 4.5011
79 63 0.0408
487 243 5.7843
179 175 3.7485
332 329 2.5084
180 358 0.7874
352 57 8.5037
324 197 3.9518
339 436 3.9740
425 291 5.9544
447 204 7.8307
133 65 9.1561
58 323 1.6296
165 439 6.9618
357 434 6.7388
80 292 7.1892
96 402 6.7383
230 9 9.7796
195 485 9.5657
216 59 1.8084
445 141 3.2487
277 175 0.9101
220 42 5.3100
178 113 6.6899
103 409 9.3946
115 26 5.5967
119 78 2.8382
201 101 7.2211
474 45 6.7478
410 265 3.4293
337 436 9.7008
259 75 7.7655
374 85 4.2748
4 171 9.6288
387 485 3.6900
263 7 9.3623
264 8 9.6162
46 396 1.1740
384 290 1.5116
70 315 4.4766
42 476 5.7099
50 227 8.8658
266 58 5.4595
274 359 4.8633
28 33 1.2682
256 136 7.4725
273 490 1.0867
166 110 9.0312
63 288 6.9615
247 490 0.6580
371 430 3.5751
421 416 8.5766
176 117 5.6136
468 226 4.6996
9 369 2.1721
355 156 8.6913
50 463 4.9071
460 431 6.4577
321 371 6.3259
52 456 7.1327
488 76 1.0435
336 341 5.6364
224 313 1.4272
165 173 2.9790
457 134 9.1937
470 218 5.8307
218 112 3.7657
283 455 5.3653
335 497 0.0276
267 227 7.8576
158 380 0.5959
373 110 4.0357
116 323 6.3571
91 121 2.7169
308 387 0.4218
414 21 8.4136
219 141 9.9792
464 167 3.4600
424 410 3.5957
78 288 2.4631
214 425 8.8293
495 127 6.0989
25 496 0.8106
150 114 6.9197
458 22 0.5224
77 322 5.5793
54 392 2.9134
427 209 4.2151
51 454 1.5160
285 362 0.9490
481 450 8.4711
425 374 0.3143
279 77 8.5994
235 490 4.4806
240 429 7.3230
8 262 3.7821
373 325 2.7593
349 157 9.9830
456 376 2.8909
171 261 6.5546
318 174 1.4029
105 367 9.8012
227 295 8.6321
184 117 9.0662
7 215 8.8048
444 112 2.4946
397 25 3.5329
199 475 3.6646
116 106 0.3383
230 332 3.8153
320 38 5.8959
432 329 2.5443
87 445 1.0380
376 159 4.8224
3 92 6.4201
486 103 6.7023
375 220 4.0872
42 233 2.0411
434 466 2.1964
189 264 1.3610
306 253 8.0587
245 333 6.2426
7 457 8.2896
472 19 0.5291
183 391 2.6299
421 283 1.4797
357 14 1.3934
340 227 5.3055
484 403 0.6795
216 372 0.5882
289 256 4.0458
226 182 1.1009
144 80 0.3009
218 40 2.5173
113 417 0.0965
231 62 2.3602
145 337 2.4460
450 245 2.6733
0 14 3.2781
288 317 3.7521
14 7 7.2742
319 99 7.8011
322 41 7.2663
327 375 1.6449
261 225 9.4152
295 175 6.4849
442 484 6.0504
193 120 8.9813
290 188 0.6918
78 87 1.1168
308 226 4.5908
352 34 9.7895
413 376 3.8162
351 217 7.7090
337 52 6.3031
54 408 8.0230
349 464 0.6011
111 2 1.7287
469 17 9.5496
99 200 1.9396
384 9 2.4714
183 280 8.3162
470 155 4.3883
414 3 4.2373
276 320 4.1758
225 431 9.3675
368 51 7.6163
72 313 7.2477
490 476 7.5043
143 2 5.8046
307 49 5.3944
4 362 1.2537
449 233 9.9106
441 437 3.8662
263 443 1.9678
395 214 6.1213
183 159 1.7694
328 131 2.3865
417 317 3.3157
242 26 0.1370
480 300 1.7922
285 61 7.7215
327 288 0.7291
6 420 1.3819
178 1 0.8623
247 433 2.7458
211 172 3.6987
109 320 0.1924
261 470 3.6261
180 485 4.6066
364 472 1.4887
454 6 5.6376
229 384 8.4588
417 333 4.7384
270 20 9.1642
309 286 6.4785
404 418 3.9897
447 164 5.6687
435 262 1.5203
42 397 5.1951
452 403 2.4473
90 437 4.8510
378 249 5.4036
203 228 0.1447
420 244 6.7254
94 73 7.3744
64 49 8.2094
78 199 7.0088
244 419 2.1294
35 262 2.6459
15 147 6.1503
185 154 3.7615
218 401 6.4054
230 333 9.0342
127 181 4.7062
356 338 3.3879
4 279 9.0966
142 390 1.3076
354 421 9.3839
114 7 1.2169
363 156 9.7718
358 237 6.5352
84 137 2.1075
162 244 9.8362
94 420 7.8211
19 484 5.2250
7 221 1.0272
222 272 7.7076
389 404 3.8073
258 231 1.7784
129 186 1.6032
88 149 5.0406
22 282 1.5769
45 304 9.3469
309 359 1.3316
476 394 8.1358
203 35 1.9586
409 421 2.2411
269 141 6.9839
441 326 2.5914
239 344 4.9086
431 382 4.6756
391 269 2.6965
377 387 5.2174
186 203 8.0504
157 50 9.1522
64 412 9.0183
127 434 2.9153
430 201 8.3301
336 220 7.8946
170 494 8.2651
115 434 5.1038
229 466 2.3323
447 422 6.2343
483 295 4.3755
498 376 7.1441
66 428 1.4745
92 218 8.8585
202 173 0.2489
48 223 3.1255
361 446 7.8757
134 264 4.9064
178 134 1.2380
55 5 8.7764
351 32 4.5884
226 141 3.0159
89 368 2.7987
282 389 5.8137
68 121 7.6151
326 443 3.5846
267 328 6.5714
438 41 8.5457
421 93 9.6985
380 197 4.6044
351 376 6.2567
487 73 0.2280
308 176 4.5098
421 178 4.4587
313 104 8.0860
369 386 1.3820
234 478 1.3576
120 24 6.4559
262 414 3.5970
108 92 1.6236
412 287 3.1833
182 76 2.9873
376 115 8.7962
194 447 5.2994
128 484 5.0281
169 294 1.4785
191 423 8.6205
232 487 6.3019
221 119 8.2086
155 251 0.4000
460 426 1.6494
41 49 4.3473
499 378 4.8184
282 391 4.9753
76 349 7.7238
188 135 2.6456
11 492 0.7206
195 246 5.9113
216 162 1.1376
396 67 1.8087
373 290 0.3459
111 151 9.7489
222 288 8.8258
343 422 7.3352
44 31 0.4543
110 435 9.6874
432 308 7.5198
18 247 3.9335
253 219 5.9519
51 153 8.7349
459 481 6.1263
141 61 9.0222
30 430 0.5624
427 0 0.9605
116 339 3.5898
439 134 5.9211
281 216 4.8999
3 454 6.0215
408 452 5.9064
175 91 5.0804
216 407 1.2264
458 269 5.3552
486 225 6.7944
318 416 4.8087
369 211 0.7640
451 60 8.7485
419 385 8.7950
80 184 1.2084
461 208 2.8988
163 322 4.1997
496 151 7.8579
181 393 4.0703
286 271 6.4017
164 483 4.6087
378 356 4.0810
356 445 0.4623
491 271 5.4950
431 455 8.9982
58 390 6.3611
490 454 6.2584
370 186 0.4090
253 300 3.8770
140 369 4.9053
138 398 7.9975
472 144 8.8190
116 365 0.2212
24 143 2.8365
47 204 2.7859
27 180 1.2218
122 28 2.9907
290 89 9.9501
142 130 4.8802
32 443 4.8787
156 376 6.6197
62 236 0.7243
200 194 2.5561
310 326 1.8578
110 150 4.3769
45 237 8.4715
367 120 7.0710
129 336 9.5445
68 172 9.7935
387 296 0.8119
61 69 8.5106
208 441 5.2971
285 209 1.0201
281 277 2.7912
487 188 4.5712
94 210 5.8320
343 319 3.0541
356 365 9.0257
434 379 6.3582
172 69 0.7563
366 15 5.2417
111 391 5.1761
321 440 6.7621
303 219 6.1366
470 162 1.9345
137 273 7.5267
338 81 8.7362
8 175 6.3248
496 278 7.2567
309 350 5.9555
9 256 0.9425
438 289 5.0154
487 394 5.5543
286 472 3.9985
215 244 1.5206
427 163 5.8428
416 251 2.8572
293 162 2.3200
437 344 7.9475
479 248 9.4324
212 433 6.3256
69 458 7.4448
128 471 8.9002
18 109 4.0630
199 490 0.4159
279 307 1.0187
278 359 2.6119
297 453 9.3898
103 497 8.2561
210 148 8.6296
223 21 5.1453
309 471 8.9747
96 341 9.7199
77 54 6.9816
159 455 8.9190
193 200 0.9750
192 438 0.1664
24 258 9.0905
337 495 2.9437
361 391 8.1172
78 80 5.5960
444 375 3.6848
320 489 9.2907
303 199 3.2066
51 335 1.2527
32 228 6.4296
9 51 1.5008
428 55 4.8011
265 129 5.3213
126 129 0.0974
421 87 1.5842
477 269 3.1041
92 195 8.6452
206 416 5.3573
205 441 5.9128
28 263 5.9048
251 215 6.3364
319 481 2.0577
282 202 9.1849
345 303 5.6323
367 216 9.0157
124 280 1.1543
300 356 0.3546
233 68 9.4826
158 214 0.4017
258 127 9.4640
67 218 2.9863
228 346 6.4505
169 84 2.5984
251 70 5.2923
187 254 8.3493
28 403 1.4551
165 223 4.2920
187 41 1.3318
318 300 8.2107
376 282 5.4570
469 185 0.3064
336 454 0.3322
8 329 2.8510
100 212 3.8738
352 245 4.7584
85 237 0.3186
24 16 2.2260
10 101 1.7470
255 324 4.9679
480 161 2.3594
213 307 6.4409
470 73 5.2969
371 221 3.3148
62 345 6.5312
180 441 8.3432
172 493 7.9599
408 146 6.8075
277 379 4.5302
187 86 0.6772
484 175 1.2566
92 286 1.0091
465 427 7.2402
285 23 3.9029
224 288 5.7731
303 123 3.9374
355 491 4.0197
172 249 1.4709
354 351 4.0744
183 198 9.3352
255 116 3.2267
49 430 8.4482
483 40 7.5167
326 157 0.3730
280 385 1.7662
459 192 2.6050
82 465 9.4328
427 355 6.5973
9 492 3.8334
87 122 6.4341
371 377 3.7885
25 329 3.8401
320 19 3.0955
421 184 3.9971
114 335 6.5959
24 362 1.6612
74 410 2.3837
492 205 7.1111
64 485 6.8164
382 135 7.3763
474 485 9.2386
435 375 1.2157
60 10 8.6174
21 492 8.2963
102 84 9.8396
327 220 3.2864
408 159 1.2866
369 301 0.5051
473 173 4.9827
272 228 5.1649
300 394 5.7060
61 499 5.2579
36 419 3.6951
135 217 8.2089
344 395 3.7203
143 29 5.6733
225 20 1.5749
464 244 3.0681
314 183 5.0884
352 382 8.7701
422 435 8.6023
60 254 5.0065
406 451 0.2873
180 484 7.5476
267 40 7.0145
127 232 6.8114
219 181 9.1408
473 223 9.7439
407 163 7.3552
78 337 1.0048
357 381 4.9789
262 31 7.7376
318 143 5.1964
330 204 9.4688
170 445 0.2459
360 147 3.0264
71 27 5.6800
107 304 1.9638
468 499 9.7474
233 322 2.3618
434 325 5.2602
92 365 0.3158
89 374 6.5516
449 333 2.8022
432 484 1.4551
284 351 7.6119
323 367 9.9713
287 236 3.6977
77 24 6.3711
203 233 9.2018
367 178 2.5948
443 57 0.9968
51 55 3.0099
40 478 2.8911
239 483 8.2998
495 463 2.4071
3 124 3.5589
169 189 5.5870
186 286 2.4765
75 156 4.1483
459 33 3.8473
387 405 0.3811
498 248 3.3013
136 303 4.3626
469 80 3.0628
126 296 5.6732
376 197 5.5823
436 169 0.9946
164 75 8.7767
203 339 4.9582
161 480 3.1858
15 4 0.3830
372 158 6.1083
20 326 8.1140
106 305 9.8131
372 426 2.2299
118 35 3.7189
114 324 4.4396
326 256 1.7252
210 52 8.9785
488 278 3.5991
73 230 0.7816
34 347 4.9896
62 37 7.8951
328 89 3.1120
84 148 7.5192
459 439 1.4187
102 216 0.0847
120 156 7.0355
408 294 3.2315
470 309 9.1385
316 148 2.1943
100 415 9.8692
298 138 1.1408
442 70 5.9167
285 190 3.4958
58 481 8.4595
452 243 4.6167
256 254 2.8037
54 476 7.5491
353 81 5.2742
324 158 2.5604
364 163 5.1643
36 59 4.3894
60 43 4.4066
439 390 6.8851
264 499 1.9138
304 380 0.5531
146 36 2.1886
129 423 6.2902
380 275 0.6898
86 4 8.4684
147 81 0.5464
92 248 4.0524
433 313 6.7647
173 26 0.3259
107 313 7.4594
145 471 9.6961
117 16 3.6890
276 161 9.4745
415 121 8.6334
276 123 6.3607
290 128 8.8951
84 436 9.3950
491 89 8.8327
247 318 7.6676
497 174 3.6419
288 116 6.5964
207 318 4.5113
153 72 6.5801
114 352 8.3302
258 45 3.3623
289 477 2.2974
150 376 0.1361
388 173 6.9705
249 460 4.3947
26 209 8.9634
374 127 1.9723
458 343 6.1386
208 81 0.3122
25 18 9.3685
256 399 3.6054
190 34 8.1175
477 154 2.5030
91 288 7.8944
24 113 8.6455
345 22 2.6683
370 430 1.0556
142 150 8.0783
69 415 5.2204
359 386 9.7764
346 409 7.6702
446 444 2.2356
271 452 6.4202
48 297 6.0146
144 49 9.2894
140 246 8.3011
381 136 6.8636
377 290 8.8696
453 285 9.6802
391 292 2.9454
257 484 0.3088
275 488 1.7682
418 272 2.0135
304 210 0.0241
194 177 5.3876
64 283 4.6953
85 46 8.4623
366 38 4.7776
298 310 5.3316
286 308 5.6039
85 432 0.1849
472 61 1.5294
434 236 1.0225
106 336 5.2194
55 472 2.6312
118 406 9.9124
270 227 3.4036
84 54 0.8398
396 83 1.5387
43 467 9.2072
394 284 4.5176
43 8 1.7471
399 244 0.3486
454 475 8.9425
321 306 5.0906
116 55 8.9976
355 428 0.8733
89 345 0.2920
140 261 3.5096
209 245 9.4930
71 233 5.4970
103 106 8.3543
364 362 7.6818
337 446 9.2413
437 260 9.4315
141 162 5.5734
112 305 4.4449
29 199 6.8947
132 41 0.0904
401 343 6.5807
188 45 7.2837
473 341 9.2181
